mean_threshold_word,median_threshold_word,real_threshold_word,HDI_threshold_word_bottom,HDI_threshold_word_top
0.8450482271875001,0.8450145,0.8293717602745855,0.798244,0.892999
0.8621623281249999,0.8619945,0.8424232910047901,0.812238,0.910683
0.8746863864375,0.8745725,0.8311906332928377,0.824506,0.923749
0.9269078059374999,0.9266175000000001,0.895789425141229,0.876686,0.976784
0.8558597855625001,0.8561645,0.8326702798913932,0.807388,0.903769
0.8988510785625,0.8987655,0.8641572417058991,0.850665,0.946531
0.8743522628749999,0.874419,0.863376050764198,0.824577,0.92099
0.8869374694375,0.886737,0.8551683682047843,0.837157,0.93612
0.972831156875,0.9727269999999999,0.9749080372913269,0.918912,1.02615
0.887632633125,0.887268,0.8930415814194623,0.836965,0.935378
0.8535946560625,0.8536364999999999,0.8123465263576647,0.804258,0.90294
0.8767250591249999,0.8766685000000001,0.8321066075188921,0.827586,0.928093
0.8483218354375,0.8482275,0.8405678265323626,0.797813,0.898884
0.9611896159375,0.9609465,0.9812111735338469,0.909991,1.01436
0.8582787455,0.858028,0.8587565303843793,0.811471,0.90356
0.825156239,0.824993,0.8139551067411691,0.776916,0.87045
0.8385607956875,0.8385050000000001,0.8608310135409375,0.789202,0.886479
0.9323676815,0.9319735,0.8912640376100988,0.879212,0.987369
0.9324999744375,0.932439,0.8983067394711546,0.880312,0.987629
0.89163866475,0.8917660000000001,0.8299510923191659,0.840031,0.945836
0.8134109734999999,0.8126534999999999,0.8074565858850851,0.765123,0.860399
0.8394888105,0.8393379999999999,0.8688018433054425,0.791972,0.884757
0.8652156998125001,0.8651105,0.831649607437143,0.817073,0.912676
0.8671210266875,0.866967,0.8646880194003964,0.819534,0.91716
0.8261869522499999,0.8261375,0.8471875181368389,0.779876,0.872331
0.9010412698749999,0.900617,0.9029677709940888,0.852342,0.952447
