mean_ndt,median_ndt,real_ndt,HDI_ndt_bottom,HDI_ndt_top
0.194588520125,0.194781,0.1894087131227524,0.182288,0.206633
0.07271480238125,0.07293705,0.07202222737443822,0.0599779,0.0856929
0.138274455,0.1384165,0.13400636651741518,0.126,0.150596
0.0976464932375,0.09777820000000001,0.0925483901933165,0.0869426,0.10823
0.10418905938124999,0.104348,0.10991723879456164,0.0919937,0.115893
0.06560764405000001,0.06579245,0.06356756040688648,0.0548672,0.0760833
0.03043933246875,0.030545,0.028994608564794355,0.0203089,0.0398335
0.209525571625,0.20972049999999998,0.19039012881891815,0.196822,0.22179
0.15523517318750002,0.1554035,0.14465997023990682,0.14345,0.16677
0.10975535330625,0.109891,0.11104855447934321,0.0979472,0.120581
0.07421679610625,0.0743575,0.06994832439325951,0.0634477,0.0843615
0.125324686375,0.125422,0.11861039279529853,0.115135,0.135558
0.08073277883125,0.0809713,0.07889000732718002,0.0668141,0.0949622
0.05669198704375,0.05681775,0.057575065059264116,0.046434,0.066352
0.07478240057499999,0.0749849,0.07152453482076215,0.0629391,0.086261
0.08733582196874999,0.08748734999999999,0.08253422373269416,0.0753797,0.0988624
0.0914708681375,0.09159065,0.09362495976390629,0.0811993,0.101667
0.08952573416249998,0.08971119999999999,0.08945211690540661,0.0777216,0.100651
0.16917323399999998,0.16935650000000002,0.16142411073017077,0.156066,0.182339
0.04656498638125,0.04674495,0.03820761017341946,0.0356969,0.0578118
0.1674988361875,0.1677325,0.15883805766047707,0.154777,0.179624
0.2023978436875,0.202527,0.21170093677194435,0.189087,0.215343
0.10069411372499999,0.100878,0.09321629379327118,0.0899745,0.110823
0.0937600494,0.0939291,0.09072581708487992,0.0828103,0.105059
0.127852783625,0.128062,0.1328734554169455,0.115113,0.140533
0.064065932725,0.06428495000000001,0.06518213140056206,0.0536141,0.0739199
0.15320783768750001,0.153364,0.14851320559232262,0.140931,0.164864
0.0697435414125,0.06997335,0.06830814268951269,0.0572249,0.0817205
0.13509751825000002,0.135268,0.1245229080155194,0.123952,0.146329
0.248920077375,0.249087,0.24637029855547243,0.238976,0.259017
0.032448517581875,0.032593449999999996,0.033829624338673606,0.0201774,0.0448961
0.12098254092499999,0.121191,0.12300479396162846,0.109537,0.132275
0.08754079915,0.08775175,0.08791903936381422,0.0764131,0.0990943
0.1444719159375,0.144645,0.14359409493187028,0.133562,0.154428
0.19373374775,0.193846,0.19557747309448104,0.181471,0.205545
0.19589471956250004,0.19601049999999998,0.1969460162591871,0.18456,0.207132
0.1278539855,0.128044,0.12459113243519435,0.117273,0.1383
0.11445827610624999,0.1145985,0.10590512316984478,0.103051,0.125554
0.06602554945624999,0.0661596,0.07512211459734619,0.0554701,0.0754024
0.179133841625,0.1793325,0.17597887600322754,0.168567,0.190089
0.12035211044375,0.12052,0.12328842029140683,0.108883,0.131659
0.0011215813558798123,0.0008153905,-0.015575526261722789,5.83139e-07,0.00319151
0.09428107643125,0.09439410000000001,0.08715546887683365,0.08187,0.106213
0.08125086444375,0.08145405,0.08414038167894897,0.0705326,0.0912919
0.1436301310625,0.143789,0.13048148090833064,0.130943,0.156524
0.1343893198125,0.134575,0.1336913237038426,0.124291,0.144922
0.13316498599999999,0.1333835,0.12536778182672523,0.121946,0.144121
0.15143062125,0.151633,0.15171596964277226,0.140611,0.161532
0.17547140725,0.1755855,0.1709802218548066,0.16499,0.185735
