mean_alpha,median_alpha,real_alpha,HDI_alpha_bottom,HDI_alpha_top
0.69927135088125,0.6994279999999999,0.5232707014561647,0.328303,1.06356
0.4656508021,0.46395949999999997,0.4078203082711701,0.141521,0.802189
1.1379444898749997,1.135755,0.9158606291541277,0.714994,1.56511
0.4096806360923313,0.403234,0.3206627692588986,0.0702391,0.754262
0.50887135049625,0.504939,0.5241968776268063,0.19548,0.834143
0.8681397717499999,0.8658969999999999,0.6847556285482659,0.504075,1.23137
0.811669085,0.80916,0.6203086013505382,0.459932,1.17142
1.023332487,1.0216500000000002,0.7498955295368778,0.619446,1.44231
0.5498360588200001,0.551174,0.377136380154218,0.155866,0.920719
0.5709760931999999,0.570277,0.3505488118131752,0.263524,0.898377
0.66706703134375,0.6645650000000001,0.651439366892495,0.320694,1.01091
0.61213705059975,0.6102665,0.413666183909093,0.210317,1.01783
0.5975313948000001,0.5955710000000001,0.5939199329098263,0.218124,0.978199
1.1486713360625,1.14541,0.8718364534515235,0.778646,1.52152
0.552266657692875,0.553004,0.1370755775127684,0.200578,0.900983
0.7729019302500001,0.770421,0.6503404162081455,0.366199,1.18003
0.77282868925,0.7688965,0.5543577268083227,0.416061,1.14333
0.2218194581906875,0.2020585,0.40339357956050725,0.00222121,0.485999
0.75868826666875,0.7568980000000001,0.6269021105830149,0.394033,1.11232
0.3221682049617937,0.3129825,0.6085748324586453,0.00497343,0.613332
1.07096243625,1.067175,0.7807843932935883,0.691153,1.44988
0.8866904613750001,0.886957,0.7576046226198145,0.470407,1.29894
0.66406422645,0.664791,0.6929939357500542,0.280145,1.05233
0.259953253577125,0.24771949999999998,0.3442688799691045,0.000512681,0.522419
0.6433259447499999,0.643964,0.4705647361899298,0.323624,0.961243
0.69010142708125,0.690056,0.700113925200342,0.331444,1.07415
0.46901334920750004,0.46702750000000004,0.4705097432147423,0.129112,0.800792
0.3961237026398125,0.390933,0.5517502389255909,0.0452942,0.732202
0.6457932308312501,0.6415124999999999,0.6443733529115374,0.278361,1.0146
0.61512552988875,0.612752,0.5776457677823958,0.242566,0.995329
0.6251111531312499,0.6233774999999999,0.4649727061273295,0.264897,0.981282
0.43157599801624996,0.428564,0.42098101489319706,0.0779483,0.753567
0.9477508148312499,0.9432905,0.6924710310943127,0.535751,1.38709
0.9507366979375002,0.9471665,0.6938107478272824,0.552154,1.37227
0.6578248541749999,0.6562380000000001,0.42635109428529055,0.315079,1.02704
0.38158995822937497,0.3755805,0.2738485790033996,0.0578959,0.705213
1.1950562060625,1.1917300000000002,0.589745554297041,0.784112,1.62085
0.40982164506325003,0.4009455,0.44305111096605637,0.053537,0.7672
0.6165180321749999,0.6149725,0.5280882033693368,0.250621,0.999573
0.4101721707501875,0.40478499999999995,0.5146036121682707,0.060108,0.75938
0.24541018102575002,0.23303000000000001,0.2649863317402346,0.000270892,0.497718
1.3287945858124999,1.326835,0.9681000671121244,0.94818,1.73201
0.7499524090437499,0.747506,0.7118436517356248,0.333916,1.18795
1.106314087875,1.10592,0.9136927604183971,0.716549,1.49612
0.26694417020768746,0.254868,0.292778895925947,0.000244556,0.528628
0.87780714875,0.875939,0.6358005001480012,0.487737,1.27763
1.167781934625,1.16218,1.214711139436908,0.769042,1.57449
0.629075446125,0.6292500000000001,0.5812146731810632,0.254582,0.988516
0.8949842929999999,0.890259,0.691281591049221,0.488554,1.30151
1.0255891835625,1.02316,0.5779366005524008,0.655494,1.37489
0.26263962246087497,0.251197,0.022156022553325272,0.000217003,0.520202
0.24728853741971876,0.23163250000000002,0.37636506377766005,0.000328717,0.523794
0.324861572485,0.31481349999999997,0.36492896812042364,0.0124181,0.620042
0.759876811125,0.7595795,0.5390650411782498,0.386841,1.14045
1.0431301055625,1.04046,0.7601114451991264,0.632896,1.45549
0.4984738281625001,0.497307,0.5986925956063962,0.126404,0.877963
0.797957400625,0.7983180000000001,0.6096808293862771,0.427282,1.15822
0.4510704581905,0.446952,0.5227330871952764,0.0923793,0.811303
0.6048109267562499,0.6033,0.3324441954551073,0.248262,0.958423
