name,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
k_t_nonword[5104],0.4,0.024,0.14,0.2,0.38,0.65,32.0,6.8e-05,1.1
k_t_nonword[5105],0.4,0.024,0.14,0.2,0.38,0.65,32.0,6.8e-05,1.1
k_t_nonword[5106],0.4,0.024,0.14,0.2,0.38,0.65,32.0,6.8e-05,1.1
k_t_nonword[5107],0.4,0.024,0.14,0.2,0.38,0.65,32.0,6.8e-05,1.1
k_t_nonword[5108],0.4,0.024,0.14,0.2,0.38,0.65,32.0,6.8e-05,1.1
k_t_nonword[5109],0.4,0.024,0.14,0.2,0.38,0.65,32.0,6.8e-05,1.1
k_t_nonword[5110],0.4,0.024,0.14,0.2,0.38,0.65,32.0,6.8e-05,1.1
k_t_nonword[5111],0.4,0.024,0.14,0.2,0.38,0.65,32.0,6.8e-05,1.1
k_t_nonword[5112],0.4,0.024,0.14,0.2,0.38,0.65,32.0,6.8e-05,1.1
k_t_nonword[5113],0.4,0.024,0.14,0.2,0.38,0.65,32.0,6.8e-05,1.1
k_t_nonword[32000],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32001],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32002],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32003],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32004],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32005],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32006],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32007],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32008],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32009],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32010],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32011],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32012],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32013],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32014],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32015],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32016],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32017],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32018],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32019],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32020],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32021],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32022],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32023],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32024],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32025],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32026],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32027],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32028],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32029],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32030],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32031],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32032],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32033],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32034],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32035],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32036],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32037],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32038],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32039],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32040],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32041],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32042],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32043],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32044],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32045],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32046],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32047],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32048],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32049],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32050],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32051],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32052],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32053],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32054],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32055],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32056],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32057],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32058],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32059],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32060],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32061],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32062],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32063],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32064],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32065],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32066],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32067],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32068],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32069],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32070],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32071],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32072],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32073],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32074],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32075],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32076],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32077],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32078],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32079],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32080],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32081],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32082],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32083],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32084],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32085],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32086],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32087],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32088],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32089],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32090],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32091],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32092],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32093],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32094],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32095],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32096],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32097],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32098],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32099],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32100],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32101],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32102],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32103],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32104],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32105],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32106],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32107],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32108],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32109],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32110],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32111],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32112],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32113],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32114],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32115],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32116],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32117],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32118],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32119],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32120],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32121],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32122],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32123],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32124],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32125],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32126],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32127],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32128],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32129],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32130],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32131],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32132],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32133],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32134],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32135],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32136],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32137],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32138],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32139],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32140],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32141],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32142],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32143],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32144],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32145],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32146],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32147],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32148],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32149],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32150],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32151],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32152],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32153],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32154],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32155],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32156],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32157],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32158],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32159],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32160],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32161],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32162],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32163],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32164],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32165],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32166],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32167],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32168],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32169],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32170],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32171],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32172],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32173],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32174],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32175],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32176],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32177],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32178],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32179],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32180],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32181],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32182],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32183],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32184],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32185],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32186],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32187],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32188],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32189],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32190],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32191],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32192],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32193],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32194],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32195],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32196],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32197],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32198],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32199],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32200],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32201],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32202],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32203],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32204],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32205],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32206],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32207],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32208],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32209],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32210],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32211],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32212],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32213],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32214],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32215],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32216],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32217],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32218],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32219],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32220],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32221],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32222],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32223],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32224],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32225],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32226],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32227],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32228],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32229],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32230],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32231],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32232],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32233],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32234],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32235],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32236],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32237],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32238],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32239],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32240],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32241],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32242],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32243],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32244],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32245],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32246],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32247],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32248],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32249],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32250],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32251],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32252],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32253],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32254],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32255],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32256],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32257],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32258],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32259],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32260],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32261],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32262],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32263],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32264],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32265],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32266],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32267],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
k_t_nonword[32268],0.67,0.049,0.24,0.34,0.63,1.1,24.0,5.1e-05,1.1
