name,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
ndt_t[11936],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11937],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11938],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11939],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11940],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11941],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11942],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11943],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11944],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11945],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11946],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11947],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11948],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11949],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11950],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11951],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11952],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11953],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11954],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11955],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11956],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11957],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11958],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11959],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11960],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11961],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11962],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11963],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11964],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11965],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11966],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11967],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11968],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11969],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11970],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11971],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11972],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11973],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11974],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11975],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11976],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11977],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11978],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11979],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11980],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11981],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11982],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11983],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11984],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11985],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11986],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11987],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11988],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11989],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11990],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11991],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11992],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11993],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11994],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11995],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11996],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11997],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11998],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11999],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12000],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12001],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12002],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12003],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12004],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12005],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12006],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12007],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12008],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12009],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12010],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12011],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12012],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12013],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12014],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12015],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12016],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12017],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12018],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12019],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12020],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12021],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12022],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12023],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12024],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12025],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12026],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12027],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12028],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12029],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12030],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12031],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12032],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12033],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12034],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12035],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12036],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12037],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12038],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12039],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12040],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12041],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12042],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12043],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12044],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12045],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12046],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12047],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12048],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12049],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12050],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12051],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12052],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12053],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12054],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12055],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12056],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12057],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12058],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12059],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12060],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12061],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12062],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12063],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12064],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12065],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12066],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12067],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12068],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12069],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12070],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12071],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12072],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12073],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12074],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12075],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12076],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12077],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12078],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12079],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12080],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12081],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[12082],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[15384],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15385],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15386],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15387],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15388],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15389],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15390],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15391],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15392],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15393],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15394],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15395],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15396],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15397],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15398],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15399],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15400],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15401],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15402],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15403],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15404],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15405],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15406],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15407],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15408],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15409],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15410],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15411],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15412],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15413],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15414],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15415],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15416],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15417],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15418],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15419],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15420],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15421],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15422],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15423],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15424],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15425],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15426],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15427],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15428],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15429],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15430],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15431],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15432],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15433],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15434],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15435],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15436],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15437],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15438],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15439],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15440],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15441],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15442],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15443],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15444],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15445],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15446],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15447],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15448],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15449],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15450],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15451],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15452],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15453],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15454],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15455],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15456],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15457],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15458],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15459],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15460],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15461],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15462],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15463],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15464],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15465],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15466],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15467],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15468],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15469],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15470],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15471],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15472],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15473],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15474],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15475],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15476],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15477],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15478],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15479],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15480],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15481],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15482],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15483],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15484],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15485],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15486],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15487],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15488],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15489],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15490],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15491],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15492],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15493],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15494],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15495],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15496],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15497],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15498],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15499],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15500],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15501],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15502],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15503],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15504],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15505],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15506],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15507],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15508],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15509],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15510],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15511],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15512],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15513],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15514],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15515],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15516],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15517],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15518],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15519],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15520],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15521],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15522],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15523],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15524],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15525],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15526],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15527],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15528],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15529],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15530],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15531],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15532],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15533],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15534],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15535],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
ndt_t[15536],0.22,0.0058,0.044,0.15,0.24,0.27,57.0,0.00059,1.1
